cell_id,char,page,row,col,raw_path,norm_64_path,class_path
p3_r16_c11_А,А,3,16,11,cells_raw_100x100/p3_r16_c11_А.png,cells_64x64/p3_r16_c11_А.png,by_class/А/p3_r16_c11_А.png
p3_r16_c12_А,А,3,16,12,cells_raw_100x100/p3_r16_c12_А.png,cells_64x64/p3_r16_c12_А.png,by_class/А/p3_r16_c12_А.png
p3_r16_c13_А,А,3,16,13,cells_raw_100x100/p3_r16_c13_А.png,cells_64x64/p3_r16_c13_А.png,by_class/А/p3_r16_c13_А.png
p3_r16_c14_А,А,3,16,14,cells_raw_100x100/p3_r16_c14_А.png,cells_64x64/p3_r16_c14_А.png,by_class/А/p3_r16_c14_А.png
p3_r16_c15_А,А,3,16,15,cells_raw_100x100/p3_r16_c15_А.png,cells_64x64/p3_r16_c15_А.png,by_class/А/p3_r16_c15_А.png
p3_r16_c16_А,А,3,16,16,cells_raw_100x100/p3_r16_c16_А.png,cells_64x64/p3_r16_c16_А.png,by_class/А/p3_r16_c16_А.png
p3_r16_c17_А,А,3,16,17,cells_raw_100x100/p3_r16_c17_А.png,cells_64x64/p3_r16_c17_А.png,by_class/А/p3_r16_c17_А.png
p3_r17_c01_В,В,3,17,1,cells_raw_100x100/p3_r17_c01_В.png,cells_64x64/p3_r17_c01_В.png,by_class/В/p3_r17_c01_В.png
p3_r17_c02_В,В,3,17,2,cells_raw_100x100/p3_r17_c02_В.png,cells_64x64/p3_r17_c02_В.png,by_class/В/p3_r17_c02_В.png
p3_r17_c03_В,В,3,17,3,cells_raw_100x100/p3_r17_c03_В.png,cells_64x64/p3_r17_c03_В.png,by_class/В/p3_r17_c03_В.png
p3_r17_c04_В,В,3,17,4,cells_raw_100x100/p3_r17_c04_В.png,cells_64x64/p3_r17_c04_В.png,by_class/В/p3_r17_c04_В.png
p3_r17_c05_В,В,3,17,5,cells_raw_100x100/p3_r17_c05_В.png,cells_64x64/p3_r17_c05_В.png,by_class/В/p3_r17_c05_В.png
p3_r17_c06_В,В,3,17,6,cells_raw_100x100/p3_r17_c06_В.png,cells_64x64/p3_r17_c06_В.png,by_class/В/p3_r17_c06_В.png
p3_r17_c07_В,В,3,17,7,cells_raw_100x100/p3_r17_c07_В.png,cells_64x64/p3_r17_c07_В.png,by_class/В/p3_r17_c07_В.png
p3_r17_c08_В,В,3,17,8,cells_raw_100x100/p3_r17_c08_В.png,cells_64x64/p3_r17_c08_В.png,by_class/В/p3_r17_c08_В.png
p3_r17_c09_В,В,3,17,9,cells_raw_100x100/p3_r17_c09_В.png,cells_64x64/p3_r17_c09_В.png,by_class/В/p3_r17_c09_В.png
p3_r17_c10_В,В,3,17,10,cells_raw_100x100/p3_r17_c10_В.png,cells_64x64/p3_r17_c10_В.png,by_class/В/p3_r17_c10_В.png
p3_r17_c11_В,В,3,17,11,cells_raw_100x100/p3_r17_c11_В.png,cells_64x64/p3_r17_c11_В.png,by_class/В/p3_r17_c11_В.png
p3_r17_c12_В,В,3,17,12,cells_raw_100x100/p3_r17_c12_В.png,cells_64x64/p3_r17_c12_В.png,by_class/В/p3_r17_c12_В.png
p3_r17_c13_В,В,3,17,13,cells_raw_100x100/p3_r17_c13_В.png,cells_64x64/p3_r17_c13_В.png,by_class/В/p3_r17_c13_В.png
p3_r17_c14_В,В,3,17,14,cells_raw_100x100/p3_r17_c14_В.png,cells_64x64/p3_r17_c14_В.png,by_class/В/p3_r17_c14_В.png
p3_r17_c15_В,В,3,17,15,cells_raw_100x100/p3_r17_c15_В.png,cells_64x64/p3_r17_c15_В.png,by_class/В/p3_r17_c15_В.png
p3_r17_c16_В,В,3,17,16,cells_raw_100x100/p3_r17_c16_В.png,cells_64x64/p3_r17_c16_В.png,by_class/В/p3_r17_c16_В.png
p3_r17_c17_В,В,3,17,17,cells_raw_100x100/p3_r17_c17_В.png,cells_64x64/p3_r17_c17_В.png,by_class/В/p3_r17_c17_В.png
p3_r18_c01_В,В,3,18,1,cells_raw_100x100/p3_r18_c01_В.png,cells_64x64/p3_r18_c01_В.png,by_class/В/p3_r18_c01_В.png
p3_r18_c02_В,В,3,18,2,cells_raw_100x100/p3_r18_c02_В.png,cells_64x64/p3_r18_c02_В.png,by_class/В/p3_r18_c02_В.png
p3_r18_c03_В,В,3,18,3,cells_raw_100x100/p3_r18_c03_В.png,cells_64x64/p3_r18_c03_В.png,by_class/В/p3_r18_c03_В.png
p3_r18_c04_В,В,3,18,4,cells_raw_100x100/p3_r18_c04_В.png,cells_64x64/p3_r18_c04_В.png,by_class/В/p3_r18_c04_В.png
p3_r18_c05_В,В,3,18,5,cells_raw_100x100/p3_r18_c05_В.png,cells_64x64/p3_r18_c05_В.png,by_class/В/p3_r18_c05_В.png
p3_r18_c06_В,В,3,18,6,cells_raw_100x100/p3_r18_c06_В.png,cells_64x64/p3_r18_c06_В.png,by_class/В/p3_r18_c06_В.png
p3_r18_c07_В,В,3,18,7,cells_raw_100x100/p3_r18_c07_В.png,cells_64x64/p3_r18_c07_В.png,by_class/В/p3_r18_c07_В.png
p3_r18_c08_В,В,3,18,8,cells_raw_100x100/p3_r18_c08_В.png,cells_64x64/p3_r18_c08_В.png,by_class/В/p3_r18_c08_В.png
p3_r18_c09_В,В,3,18,9,cells_raw_100x100/p3_r18_c09_В.png,cells_64x64/p3_r18_c09_В.png,by_class/В/p3_r18_c09_В.png
p3_r18_c10_В,В,3,18,10,cells_raw_100x100/p3_r18_c10_В.png,cells_64x64/p3_r18_c10_В.png,by_class/В/p3_r18_c10_В.png
p3_r18_c11_В,В,3,18,11,cells_raw_100x100/p3_r18_c11_В.png,cells_64x64/p3_r18_c11_В.png,by_class/В/p3_r18_c11_В.png
p3_r18_c12_В,В,3,18,12,cells_raw_100x100/p3_r18_c12_В.png,cells_64x64/p3_r18_c12_В.png,by_class/В/p3_r18_c12_В.png
p3_r18_c13_В,В,3,18,13,cells_raw_100x100/p3_r18_c13_В.png,cells_64x64/p3_r18_c13_В.png,by_class/В/p3_r18_c13_В.png
p3_r18_c14_В,В,3,18,14,cells_raw_100x100/p3_r18_c14_В.png,cells_64x64/p3_r18_c14_В.png,by_class/В/p3_r18_c14_В.png
p3_r18_c15_В,В,3,18,15,cells_raw_100x100/p3_r18_c15_В.png,cells_64x64/p3_r18_c15_В.png,by_class/В/p3_r18_c15_В.png
p3_r18_c16_В,В,3,18,16,cells_raw_100x100/p3_r18_c16_В.png,cells_64x64/p3_r18_c16_В.png,by_class/В/p3_r18_c16_В.png
p3_r18_c17_В,В,3,18,17,cells_raw_100x100/p3_r18_c17_В.png,cells_64x64/p3_r18_c17_В.png,by_class/В/p3_r18_c17_В.png
p3_r19_c01_Г,Г,3,19,1,cells_raw_100x100/p3_r19_c01_Г.png,cells_64x64/p3_r19_c01_Г.png,by_class/Г/p3_r19_c01_Г.png
p3_r19_c02_Г,Г,3,19,2,cells_raw_100x100/p3_r19_c02_Г.png,cells_64x64/p3_r19_c02_Г.png,by_class/Г/p3_r19_c02_Г.png
p3_r19_c03_Г,Г,3,19,3,cells_raw_100x100/p3_r19_c03_Г.png,cells_64x64/p3_r19_c03_Г.png,by_class/Г/p3_r19_c03_Г.png
p3_r19_c04_Г,Г,3,19,4,cells_raw_100x100/p3_r19_c04_Г.png,cells_64x64/p3_r19_c04_Г.png,by_class/Г/p3_r19_c04_Г.png
p3_r19_c05_Г,Г,3,19,5,cells_raw_100x100/p3_r19_c05_Г.png,cells_64x64/p3_r19_c05_Г.png,by_class/Г/p3_r19_c05_Г.png
p3_r19_c06_Г,Г,3,19,6,cells_raw_100x100/p3_r19_c06_Г.png,cells_64x64/p3_r19_c06_Г.png,by_class/Г/p3_r19_c06_Г.png
p3_r19_c07_Г,Г,3,19,7,cells_raw_100x100/p3_r19_c07_Г.png,cells_64x64/p3_r19_c07_Г.png,by_class/Г/p3_r19_c07_Г.png
p3_r19_c08_Г,Г,3,19,8,cells_raw_100x100/p3_r19_c08_Г.png,cells_64x64/p3_r19_c08_Г.png,by_class/Г/p3_r19_c08_Г.png
p3_r19_c09_Г,Г,3,19,9,cells_raw_100x100/p3_r19_c09_Г.png,cells_64x64/p3_r19_c09_Г.png,by_class/Г/p3_r19_c09_Г.png
p3_r19_c10_Г,Г,3,19,10,cells_raw_100x100/p3_r19_c10_Г.png,cells_64x64/p3_r19_c10_Г.png,by_class/Г/p3_r19_c10_Г.png
p3_r19_c11_Г,Г,3,19,11,cells_raw_100x100/p3_r19_c11_Г.png,cells_64x64/p3_r19_c11_Г.png,by_class/Г/p3_r19_c11_Г.png
p3_r19_c12_Г,Г,3,19,12,cells_raw_100x100/p3_r19_c12_Г.png,cells_64x64/p3_r19_c12_Г.png,by_class/Г/p3_r19_c12_Г.png
p3_r19_c13_Г,Г,3,19,13,cells_raw_100x100/p3_r19_c13_Г.png,cells_64x64/p3_r19_c13_Г.png,by_class/Г/p3_r19_c13_Г.png
p3_r19_c14_Г,Г,3,19,14,cells_raw_100x100/p3_r19_c14_Г.png,cells_64x64/p3_r19_c14_Г.png,by_class/Г/p3_r19_c14_Г.png
p3_r19_c15_Г,Г,3,19,15,cells_raw_100x100/p3_r19_c15_Г.png,cells_64x64/p3_r19_c15_Г.png,by_class/Г/p3_r19_c15_Г.png
p3_r19_c16_Г,Г,3,19,16,cells_raw_100x100/p3_r19_c16_Г.png,cells_64x64/p3_r19_c16_Г.png,by_class/Г/p3_r19_c16_Г.png
p3_r19_c17_Г,Г,3,19,17,cells_raw_100x100/p3_r19_c17_Г.png,cells_64x64/p3_r19_c17_Г.png,by_class/Г/p3_r19_c17_Г.png
p3_r20_c01_Г,Г,3,20,1,cells_raw_100x100/p3_r20_c01_Г.png,cells_64x64/p3_r20_c01_Г.png,by_class/Г/p3_r20_c01_Г.png
p3_r20_c02_Г,Г,3,20,2,cells_raw_100x100/p3_r20_c02_Г.png,cells_64x64/p3_r20_c02_Г.png,by_class/Г/p3_r20_c02_Г.png
p3_r20_c03_Г,Г,3,20,3,cells_raw_100x100/p3_r20_c03_Г.png,cells_64x64/p3_r20_c03_Г.png,by_class/Г/p3_r20_c03_Г.png
p3_r20_c04_Г,Г,3,20,4,cells_raw_100x100/p3_r20_c04_Г.png,cells_64x64/p3_r20_c04_Г.png,by_class/Г/p3_r20_c04_Г.png
p3_r20_c05_Г,Г,3,20,5,cells_raw_100x100/p3_r20_c05_Г.png,cells_64x64/p3_r20_c05_Г.png,by_class/Г/p3_r20_c05_Г.png
p3_r20_c06_Г,Г,3,20,6,cells_raw_100x100/p3_r20_c06_Г.png,cells_64x64/p3_r20_c06_Г.png,by_class/Г/p3_r20_c06_Г.png
p3_r20_c07_Г,Г,3,20,7,cells_raw_100x100/p3_r20_c07_Г.png,cells_64x64/p3_r20_c07_Г.png,by_class/Г/p3_r20_c07_Г.png
p3_r20_c08_Г,Г,3,20,8,cells_raw_100x100/p3_r20_c08_Г.png,cells_64x64/p3_r20_c08_Г.png,by_class/Г/p3_r20_c08_Г.png
p3_r20_c09_Г,Г,3,20,9,cells_raw_100x100/p3_r20_c09_Г.png,cells_64x64/p3_r20_c09_Г.png,by_class/Г/p3_r20_c09_Г.png
p3_r20_c10_Г,Г,3,20,10,cells_raw_100x100/p3_r20_c10_Г.png,cells_64x64/p3_r20_c10_Г.png,by_class/Г/p3_r20_c10_Г.png
p3_r20_c11_Г,Г,3,20,11,cells_raw_100x100/p3_r20_c11_Г.png,cells_64x64/p3_r20_c11_Г.png,by_class/Г/p3_r20_c11_Г.png
p3_r20_c12_Г,Г,3,20,12,cells_raw_100x100/p3_r20_c12_Г.png,cells_64x64/p3_r20_c12_Г.png,by_class/Г/p3_r20_c12_Г.png
p3_r20_c13_Г,Г,3,20,13,cells_raw_100x100/p3_r20_c13_Г.png,cells_64x64/p3_r20_c13_Г.png,by_class/Г/p3_r20_c13_Г.png
p3_r20_c14_Г,Г,3,20,14,cells_raw_100x100/p3_r20_c14_Г.png,cells_64x64/p3_r20_c14_Г.png,by_class/Г/p3_r20_c14_Г.png
p3_r20_c15_Г,Г,3,20,15,cells_raw_100x100/p3_r20_c15_Г.png,cells_64x64/p3_r20_c15_Г.png,by_class/Г/p3_r20_c15_Г.png
p3_r20_c16_Г,Г,3,20,16,cells_raw_100x100/p3_r20_c16_Г.png,cells_64x64/p3_r20_c16_Г.png,by_class/Г/p3_r20_c16_Г.png
p3_r20_c17_Г,Г,3,20,17,cells_raw_100x100/p3_r20_c17_Г.png,cells_64x64/p3_r20_c17_Г.png,by_class/Г/p3_r20_c17_Г.png
p3_r21_c01_Е,Е,3,21,1,cells_raw_100x100/p3_r21_c01_Е.png,cells_64x64/p3_r21_c01_Е.png,by_class/Е/p3_r21_c01_Е.png
p3_r21_c02_Е,Е,3,21,2,cells_raw_100x100/p3_r21_c02_Е.png,cells_64x64/p3_r21_c02_Е.png,by_class/Е/p3_r21_c02_Е.png
p3_r21_c03_Е,Е,3,21,3,cells_raw_100x100/p3_r21_c03_Е.png,cells_64x64/p3_r21_c03_Е.png,by_class/Е/p3_r21_c03_Е.png
p3_r21_c04_Е,Е,3,21,4,cells_raw_100x100/p3_r21_c04_Е.png,cells_64x64/p3_r21_c04_Е.png,by_class/Е/p3_r21_c04_Е.png
p3_r21_c05_Е,Е,3,21,5,cells_raw_100x100/p3_r21_c05_Е.png,cells_64x64/p3_r21_c05_Е.png,by_class/Е/p3_r21_c05_Е.png
p3_r21_c06_Е,Е,3,21,6,cells_raw_100x100/p3_r21_c06_Е.png,cells_64x64/p3_r21_c06_Е.png,by_class/Е/p3_r21_c06_Е.png
p3_r21_c07_Е,Е,3,21,7,cells_raw_100x100/p3_r21_c07_Е.png,cells_64x64/p3_r21_c07_Е.png,by_class/Е/p3_r21_c07_Е.png
p3_r21_c08_Е,Е,3,21,8,cells_raw_100x100/p3_r21_c08_Е.png,cells_64x64/p3_r21_c08_Е.png,by_class/Е/p3_r21_c08_Е.png
p3_r21_c09_Е,Е,3,21,9,cells_raw_100x100/p3_r21_c09_Е.png,cells_64x64/p3_r21_c09_Е.png,by_class/Е/p3_r21_c09_Е.png
p3_r21_c10_Е,Е,3,21,10,cells_raw_100x100/p3_r21_c10_Е.png,cells_64x64/p3_r21_c10_Е.png,by_class/Е/p3_r21_c10_Е.png
p3_r21_c11_Е,Е,3,21,11,cells_raw_100x100/p3_r21_c11_Е.png,cells_64x64/p3_r21_c11_Е.png,by_class/Е/p3_r21_c11_Е.png
p3_r21_c12_Е,Е,3,21,12,cells_raw_100x100/p3_r21_c12_Е.png,cells_64x64/p3_r21_c12_Е.png,by_class/Е/p3_r21_c12_Е.png
p3_r21_c13_Е,Е,3,21,13,cells_raw_100x100/p3_r21_c13_Е.png,cells_64x64/p3_r21_c13_Е.png,by_class/Е/p3_r21_c13_Е.png
p3_r21_c14_Е,Е,3,21,14,cells_raw_100x100/p3_r21_c14_Е.png,cells_64x64/p3_r21_c14_Е.png,by_class/Е/p3_r21_c14_Е.png
p3_r21_c15_Е,Е,3,21,15,cells_raw_100x100/p3_r21_c15_Е.png,cells_64x64/p3_r21_c15_Е.png,by_class/Е/p3_r21_c15_Е.png
p3_r21_c16_Е,Е,3,21,16,cells_raw_100x100/p3_r21_c16_Е.png,cells_64x64/p3_r21_c16_Е.png,by_class/Е/p3_r21_c16_Е.png
p3_r21_c17_Е,Е,3,21,17,cells_raw_100x100/p3_r21_c17_Е.png,cells_64x64/p3_r21_c17_Е.png,by_class/Е/p3_r21_c17_Е.png
p3_r22_c01_Е,Е,3,22,1,cells_raw_100x100/p3_r22_c01_Е.png,cells_64x64/p3_r22_c01_Е.png,by_class/Е/p3_r22_c01_Е.png
p3_r22_c02_Е,Е,3,22,2,cells_raw_100x100/p3_r22_c02_Е.png,cells_64x64/p3_r22_c02_Е.png,by_class/Е/p3_r22_c02_Е.png
p3_r22_c03_Е,Е,3,22,3,cells_raw_100x100/p3_r22_c03_Е.png,cells_64x64/p3_r22_c03_Е.png,by_class/Е/p3_r22_c03_Е.png
p3_r22_c04_Е,Е,3,22,4,cells_raw_100x100/p3_r22_c04_Е.png,cells_64x64/p3_r22_c04_Е.png,by_class/Е/p3_r22_c04_Е.png
p3_r22_c05_Е,Е,3,22,5,cells_raw_100x100/p3_r22_c05_Е.png,cells_64x64/p3_r22_c05_Е.png,by_class/Е/p3_r22_c05_Е.png
p3_r22_c06_Е,Е,3,22,6,cells_raw_100x100/p3_r22_c06_Е.png,cells_64x64/p3_r22_c06_Е.png,by_class/Е/p3_r22_c06_Е.png
p3_r22_c07_Е,Е,3,22,7,cells_raw_100x100/p3_r22_c07_Е.png,cells_64x64/p3_r22_c07_Е.png,by_class/Е/p3_r22_c07_Е.png
p3_r22_c08_Е,Е,3,22,8,cells_raw_100x100/p3_r22_c08_Е.png,cells_64x64/p3_r22_c08_Е.png,by_class/Е/p3_r22_c08_Е.png
p3_r22_c09_Е,Е,3,22,9,cells_raw_100x100/p3_r22_c09_Е.png,cells_64x64/p3_r22_c09_Е.png,by_class/Е/p3_r22_c09_Е.png
p3_r22_c10_Е,Е,3,22,10,cells_raw_100x100/p3_r22_c10_Е.png,cells_64x64/p3_r22_c10_Е.png,by_class/Е/p3_r22_c10_Е.png
p3_r22_c11_Е,Е,3,22,11,cells_raw_100x100/p3_r22_c11_Е.png,cells_64x64/p3_r22_c11_Е.png,by_class/Е/p3_r22_c11_Е.png
p3_r22_c12_Е,Е,3,22,12,cells_raw_100x100/p3_r22_c12_Е.png,cells_64x64/p3_r22_c12_Е.png,by_class/Е/p3_r22_c12_Е.png
p3_r22_c13_Е,Е,3,22,13,cells_raw_100x100/p3_r22_c13_Е.png,cells_64x64/p3_r22_c13_Е.png,by_class/Е/p3_r22_c13_Е.png
p3_r22_c14_Е,Е,3,22,14,cells_raw_100x100/p3_r22_c14_Е.png,cells_64x64/p3_r22_c14_Е.png,by_class/Е/p3_r22_c14_Е.png
p3_r22_c15_Е,Е,3,22,15,cells_raw_100x100/p3_r22_c15_Е.png,cells_64x64/p3_r22_c15_Е.png,by_class/Е/p3_r22_c15_Е.png
p3_r22_c16_Е,Е,3,22,16,cells_raw_100x100/p3_r22_c16_Е.png,cells_64x64/p3_r22_c16_Е.png,by_class/Е/p3_r22_c16_Е.png
p3_r22_c17_Е,Е,3,22,17,cells_raw_100x100/p3_r22_c17_Е.png,cells_64x64/p3_r22_c17_Е.png,by_class/Е/p3_r22_c17_Е.png
p3_r23_c01_Ё,Ё,3,23,1,cells_raw_100x100/p3_r23_c01_Ё.png,cells_64x64/p3_r23_c01_Ё.png,by_class/Ё/p3_r23_c01_Ё.png
p3_r23_c02_Ё,Ё,3,23,2,cells_raw_100x100/p3_r23_c02_Ё.png,cells_64x64/p3_r23_c02_Ё.png,by_class/Ё/p3_r23_c02_Ё.png
p3_r23_c03_Ё,Ё,3,23,3,cells_raw_100x100/p3_r23_c03_Ё.png,cells_64x64/p3_r23_c03_Ё.png,by_class/Ё/p3_r23_c03_Ё.png
p3_r23_c04_Ё,Ё,3,23,4,cells_raw_100x100/p3_r23_c04_Ё.png,cells_64x64/p3_r23_c04_Ё.png,by_class/Ё/p3_r23_c04_Ё.png
p3_r23_c05_Ё,Ё,3,23,5,cells_raw_100x100/p3_r23_c05_Ё.png,cells_64x64/p3_r23_c05_Ё.png,by_class/Ё/p3_r23_c05_Ё.png
p3_r23_c06_Ё,Ё,3,23,6,cells_raw_100x100/p3_r23_c06_Ё.png,cells_64x64/p3_r23_c06_Ё.png,by_class/Ё/p3_r23_c06_Ё.png
p3_r23_c07_Ё,Ё,3,23,7,cells_raw_100x100/p3_r23_c07_Ё.png,cells_64x64/p3_r23_c07_Ё.png,by_class/Ё/p3_r23_c07_Ё.png
p3_r23_c08_Ё,Ё,3,23,8,cells_raw_100x100/p3_r23_c08_Ё.png,cells_64x64/p3_r23_c08_Ё.png,by_class/Ё/p3_r23_c08_Ё.png
p3_r23_c09_Ё,Ё,3,23,9,cells_raw_100x100/p3_r23_c09_Ё.png,cells_64x64/p3_r23_c09_Ё.png,by_class/Ё/p3_r23_c09_Ё.png
p3_r23_c10_Ё,Ё,3,23,10,cells_raw_100x100/p3_r23_c10_Ё.png,cells_64x64/p3_r23_c10_Ё.png,by_class/Ё/p3_r23_c10_Ё.png
p3_r23_c11_Ё,Ё,3,23,11,cells_raw_100x100/p3_r23_c11_Ё.png,cells_64x64/p3_r23_c11_Ё.png,by_class/Ё/p3_r23_c11_Ё.png
p3_r23_c12_Ё,Ё,3,23,12,cells_raw_100x100/p3_r23_c12_Ё.png,cells_64x64/p3_r23_c12_Ё.png,by_class/Ё/p3_r23_c12_Ё.png
p3_r23_c13_Ё,Ё,3,23,13,cells_raw_100x100/p3_r23_c13_Ё.png,cells_64x64/p3_r23_c13_Ё.png,by_class/Ё/p3_r23_c13_Ё.png
p3_r23_c14_Ё,Ё,3,23,14,cells_raw_100x100/p3_r23_c14_Ё.png,cells_64x64/p3_r23_c14_Ё.png,by_class/Ё/p3_r23_c14_Ё.png
p3_r23_c15_Ё,Ё,3,23,15,cells_raw_100x100/p3_r23_c15_Ё.png,cells_64x64/p3_r23_c15_Ё.png,by_class/Ё/p3_r23_c15_Ё.png
p3_r23_c16_Ё,Ё,3,23,16,cells_raw_100x100/p3_r23_c16_Ё.png,cells_64x64/p3_r23_c16_Ё.png,by_class/Ё/p3_r23_c16_Ё.png
p3_r23_c17_Ё,Ё,3,23,17,cells_raw_100x100/p3_r23_c17_Ё.png,cells_64x64/p3_r23_c17_Ё.png,by_class/Ё/p3_r23_c17_Ё.png
p3_r24_c01_Ё,Ё,3,24,1,cells_raw_100x100/p3_r24_c01_Ё.png,cells_64x64/p3_r24_c01_Ё.png,by_class/Ё/p3_r24_c01_Ё.png
p3_r24_c02_Ё,Ё,3,24,2,cells_raw_100x100/p3_r24_c02_Ё.png,cells_64x64/p3_r24_c02_Ё.png,by_class/Ё/p3_r24_c02_Ё.png
p3_r24_c03_Ё,Ё,3,24,3,cells_raw_100x100/p3_r24_c03_Ё.png,cells_64x64/p3_r24_c03_Ё.png,by_class/Ё/p3_r24_c03_Ё.png
p3_r24_c04_Ё,Ё,3,24,4,cells_raw_100x100/p3_r24_c04_Ё.png,cells_64x64/p3_r24_c04_Ё.png,by_class/Ё/p3_r24_c04_Ё.png
p3_r24_c05_Ё,Ё,3,24,5,cells_raw_100x100/p3_r24_c05_Ё.png,cells_64x64/p3_r24_c05_Ё.png,by_class/Ё/p3_r24_c05_Ё.png
p3_r24_c06_Ё,Ё,3,24,6,cells_raw_100x100/p3_r24_c06_Ё.png,cells_64x64/p3_r24_c06_Ё.png,by_class/Ё/p3_r24_c06_Ё.png
p3_r24_c07_Ё,Ё,3,24,7,cells_raw_100x100/p3_r24_c07_Ё.png,cells_64x64/p3_r24_c07_Ё.png,by_class/Ё/p3_r24_c07_Ё.png
p3_r24_c08_Ё,Ё,3,24,8,cells_raw_100x100/p3_r24_c08_Ё.png,cells_64x64/p3_r24_c08_Ё.png,by_class/Ё/p3_r24_c08_Ё.png
p3_r24_c09_Ё,Ё,3,24,9,cells_raw_100x100/p3_r24_c09_Ё.png,cells_64x64/p3_r24_c09_Ё.png,by_class/Ё/p3_r24_c09_Ё.png
p3_r24_c10_Ё,Ё,3,24,10,cells_raw_100x100/p3_r24_c10_Ё.png,cells_64x64/p3_r24_c10_Ё.png,by_class/Ё/p3_r24_c10_Ё.png
p3_r24_c11_Ё,Ё,3,24,11,cells_raw_100x100/p3_r24_c11_Ё.png,cells_64x64/p3_r24_c11_Ё.png,by_class/Ё/p3_r24_c11_Ё.png
p3_r24_c12_Ё,Ё,3,24,12,cells_raw_100x100/p3_r24_c12_Ё.png,cells_64x64/p3_r24_c12_Ё.png,by_class/Ё/p3_r24_c12_Ё.png
p3_r24_c13_Ё,Ё,3,24,13,cells_raw_100x100/p3_r24_c13_Ё.png,cells_64x64/p3_r24_c13_Ё.png,by_class/Ё/p3_r24_c13_Ё.png
p3_r24_c14_Ё,Ё,3,24,14,cells_raw_100x100/p3_r24_c14_Ё.png,cells_64x64/p3_r24_c14_Ё.png,by_class/Ё/p3_r24_c14_Ё.png
p3_r24_c15_Ё,Ё,3,24,15,cells_raw_100x100/p3_r24_c15_Ё.png,cells_64x64/p3_r24_c15_Ё.png,by_class/Ё/p3_r24_c15_Ё.png
p3_r24_c16_Ё,Ё,3,24,16,cells_raw_100x100/p3_r24_c16_Ё.png,cells_64x64/p3_r24_c16_Ё.png,by_class/Ё/p3_r24_c16_Ё.png
p3_r24_c17_Ё,Ё,3,24,17,cells_raw_100x100/p3_r24_c17_Ё.png,cells_64x64/p3_r24_c17_Ё.png,by_class/Ё/p3_r24_c17_Ё.png
p4_r01_c01_Ж,Ж,4,1,1,cells_raw_100x100/p4_r01_c01_Ж.png,cells_64x64/p4_r01_c01_Ж.png,by_class/Ж/p4_r01_c01_Ж.png
p4_r01_c02_Ж,Ж,4,1,2,cells_raw_100x100/p4_r01_c02_Ж.png,cells_64x64/p4_r01_c02_Ж.png,by_class/Ж/p4_r01_c02_Ж.png
p4_r01_c03_Ж,Ж,4,1,3,cells_raw_100x100/p4_r01_c03_Ж.png,cells_64x64/p4_r01_c03_Ж.png,by_class/Ж/p4_r01_c03_Ж.png
p4_r01_c04_Ж,Ж,4,1,4,cells_raw_100x100/p4_r01_c04_Ж.png,cells_64x64/p4_r01_c04_Ж.png,by_class/Ж/p4_r01_c04_Ж.png
p4_r01_c05_Ж,Ж,4,1,5,cells_raw_100x100/p4_r01_c05_Ж.png,cells_64x64/p4_r01_c05_Ж.png,by_class/Ж/p4_r01_c05_Ж.png
p4_r01_c06_Ж,Ж,4,1,6,cells_raw_100x100/p4_r01_c06_Ж.png,cells_64x64/p4_r01_c06_Ж.png,by_class/Ж/p4_r01_c06_Ж.png
p4_r01_c07_Ж,Ж,4,1,7,cells_raw_100x100/p4_r01_c07_Ж.png,cells_64x64/p4_r01_c07_Ж.png,by_class/Ж/p4_r01_c07_Ж.png
p4_r01_c08_Ж,Ж,4,1,8,cells_raw_100x100/p4_r01_c08_Ж.png,cells_64x64/p4_r01_c08_Ж.png,by_class/Ж/p4_r01_c08_Ж.png
p4_r01_c09_Ж,Ж,4,1,9,cells_raw_100x100/p4_r01_c09_Ж.png,cells_64x64/p4_r01_c09_Ж.png,by_class/Ж/p4_r01_c09_Ж.png
p4_r01_c10_Ж,Ж,4,1,10,cells_raw_100x100/p4_r01_c10_Ж.png,cells_64x64/p4_r01_c10_Ж.png,by_class/Ж/p4_r01_c10_Ж.png
p4_r01_c11_Ж,Ж,4,1,11,cells_raw_100x100/p4_r01_c11_Ж.png,cells_64x64/p4_r01_c11_Ж.png,by_class/Ж/p4_r01_c11_Ж.png
p4_r01_c12_Ж,Ж,4,1,12,cells_raw_100x100/p4_r01_c12_Ж.png,cells_64x64/p4_r01_c12_Ж.png,by_class/Ж/p4_r01_c12_Ж.png
p4_r01_c13_Ж,Ж,4,1,13,cells_raw_100x100/p4_r01_c13_Ж.png,cells_64x64/p4_r01_c13_Ж.png,by_class/Ж/p4_r01_c13_Ж.png
p4_r01_c14_Ж,Ж,4,1,14,cells_raw_100x100/p4_r01_c14_Ж.png,cells_64x64/p4_r01_c14_Ж.png,by_class/Ж/p4_r01_c14_Ж.png
p4_r01_c15_Ж,Ж,4,1,15,cells_raw_100x100/p4_r01_c15_Ж.png,cells_64x64/p4_r01_c15_Ж.png,by_class/Ж/p4_r01_c15_Ж.png
p4_r01_c16_Ж,Ж,4,1,16,cells_raw_100x100/p4_r01_c16_Ж.png,cells_64x64/p4_r01_c16_Ж.png,by_class/Ж/p4_r01_c16_Ж.png
